ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0097553	calcium ion transmembrane import into cytosol	9/425	140/18670	0.00480614105826598	0.0276221074008034	0.0202204992718255	CXCL10/CXCL9/F2R/FGF2/CCL19/CCR7/CCL21/APLNR/LCK	9
BP	GO:0002448	mast cell mediated immunity	5/425	49/18670	0.00500006310149273	0.0286019234602576	0.0209377642375008	PIK3CG/RAC2/NPPA/IL13RA2/LAT	5
BP	GO:0002686	negative regulation of leukocyte migration	5/425	49/18670	0.00500006310149273	0.0286019234602576	0.0209377642375008	KLRK1/CCL21/CCL25/C5/GREM1	5
BP	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	5/425	49/18670	0.00500006310149273	0.0286019234602576	0.0209377642375008	NOX1/F2R/F2RL1/AGT/OXTR	5
BP	GO:0032535	regulation of cellular component size	17/425	370/18670	0.00504209068823875	0.0287973385485835	0.0210808159820278	TMSB10/TMSB15B/CRABP2/F2RL1/ILK/IL7R/CCL26/CCR7/CCL21/CCL24/VAV1/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/SCT	17
BP	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	4/425	31/18670	0.00512133521031538	0.0291589552176744	0.0213455340025587	HLA-E/F2RL1/PTAFR/NPPA	4
BP	GO:0003401	axis elongation	4/425	31/18670	0.00512133521031538	0.0291589552176744	0.0213455340025587	TNC/AREG/BMP4/FGF1	4
BP	GO:0048732	gland development	19/425	434/18670	0.00523662748565645	0.0297204470002729	0.0217565686863511	HAMP/TNFSF11/VDR/SEMA3A/SEMA3C/TNC/APLN/AREG/BMP4/BMP7/EGF/MDK/NRG3/PRL/REG1A/TG/FGFR1/MET/OXTR	19
BP	GO:0010934	macrophage cytokine production	3/425	16/18670	0.00526054347341624	0.0297204470002729	0.0217565686863511	CD74/HLA-G/SEMA7A	3
BP	GO:0031269	pseudopodium assembly	3/425	16/18670	0.00526054347341624	0.0297204470002729	0.0217565686863511	F2RL1/CCR7/CCL21	3
BP	GO:0033631	cell-cell adhesion mediated by integrin	3/425	16/18670	0.00526054347341624	0.0297204470002729	0.0217565686863511	CXCL13/CCL5/CD3E	3
BP	GO:0071380	cellular response to prostaglandin E stimulus	3/425	16/18670	0.00526054347341624	0.0297204470002729	0.0217565686863511	TNFSF4/PPARG/PTGER2	3
BP	GO:0038127	ERBB signaling pathway	9/425	142/18670	0.0052694593741531	0.0297249472554307	0.0217598630550544	MMP9/PLAUR/AGT/AREG/EGF/EREG/HBEGF/NRG2/NRG4	9
BP	GO:1901184	regulation of ERBB signaling pathway	7/425	93/18670	0.00532841890196366	0.0300112947693676	0.0219694810111733	MMP9/PLAUR/AGT/AREG/EGF/EREG/HBEGF	7
BP	GO:1903793	positive regulation of anion transport	5/425	50/18670	0.00545396885959252	0.030671244231902	0.02245259069694	FABP3/TNFSF11/PTAFR/AGT/CCK	5
BP	GO:0030879	mammary gland development	9/425	143/18670	0.00551372065344325	0.0309597106016192	0.0226637597411471	TNFSF11/VDR/APLN/AREG/BMP4/EGF/NRG3/PRL/OXTR	9
BP	GO:0001101	response to acid chemical	16/425	343/18670	0.0055685194128188	0.0311717883338374	0.0228190092146092	HAMP/FABP3/CYBB/PTGS2/TNFSF4/CCL19/CCR7/CCL21/PPARG/TNC/PTAFR/CCN2/DKK1/GIP/REG1A/PTGER2	16
BP	GO:0032956	regulation of actin cytoskeleton organization	16/425	343/18670	0.0055685194128188	0.0311717883338374	0.0228190092146092	TMSB10/S100A10/TMSB15B/NOX4/BST2/F2RL1/ILK/CCL26/CCR7/CCL21/CCL24/SEMA3E/CCN2/MDK/MET/SDC4	16
BP	GO:0002221	pattern recognition receptor signaling pathway	11/425	197/18670	0.00560522782493222	0.0313293726214914	0.0229343672836922	CTSS/REG3G/S100A14/BPIFB1/TLR7/TLR8/F2RL1/DMBT1/MARCO/CD14/BCL10	11
BP	GO:0060993	kidney morphogenesis	7/425	94/18670	0.00564746637369463	0.0315173390153903	0.0230719662827768	FGF2/ILK/AGT/BMP4/BMP7/FGF1/LIF	7
BP	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	4/425	32/18670	0.0057495229294544	0.031892429461716	0.023346547652936	FGF2/CCL19/CCR7/CCL21	4
BP	GO:0045907	positive regulation of vasoconstriction	4/425	32/18670	0.0057495229294544	0.031892429461716	0.023346547652936	F2R/PTGS2/PTAFR/OXTR	4
BP	GO:0045987	positive regulation of smooth muscle contraction	4/425	32/18670	0.0057495229294544	0.031892429461716	0.023346547652936	F2R/PTGS2/PTAFR/OXTR	4
BP	GO:2000778	positive regulation of interleukin-6 secretion	4/425	32/18670	0.0057495229294544	0.031892429461716	0.023346547652936	PAEP/F2R/TLR8/F2RL1	4
BP	GO:0043901	negative regulation of multi-organism process	10/425	171/18670	0.0058977603106554	0.0326313610067662	0.023887475416043	SLPI/CCL8/PAEP/OASL/ISG15/CCL5/BST2/APOBEC3C/OAS1/IL2RA	10
BP	GO:0038034	signal transduction in absence of ligand	6/425	72/18670	0.00592304722860627	0.0326313610067662	0.023887475416043	PF4/LCN2/IL1A/CSF2/INHBA/FGFR1	6
BP	GO:0061035	regulation of cartilage development	6/425	72/18670	0.00592304722860627	0.0326313610067662	0.023887475416043	BMP4/CCN2/FGF18/GREM1/MDK/PTHLH	6
BP	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	6/425	72/18670	0.00592304722860627	0.0326313610067662	0.023887475416043	PF4/LCN2/IL1A/CSF2/INHBA/FGFR1	6
BP	GO:0007566	embryo implantation	5/425	51/18670	0.0059362159056286	0.0326313610067662	0.023887475416043	MMP9/PTGS2/EPO/LIF/STC1	5
BP	GO:0048260	positive regulation of receptor-mediated endocytosis	5/425	51/18670	0.0059362159056286	0.0326313610067662	0.023887475416043	CCL19/CCL21/APLN/EGF/GREM1	5
BP	GO:0044070	regulation of anion transport	7/425	95/18670	0.00598059833234296	0.032776901938185	0.0239940172614957	FABP3/TNFSF11/PTAFR/AGT/CCK/STC1/FGFR1	7
BP	GO:0061326	renal tubule development	7/425	95/18670	0.00598059833234296	0.032776901938185	0.0239940172614957	FGF2/ILK/AGT/BMP4/FGF1/LIF/LGR5	7
BP	GO:0002698	negative regulation of immune effector process	8/425	120/18670	0.00618843711177706	0.0338652739405319	0.0247907495658633	HLA-E/HLA-G/BST2/IL7R/TNFSF4/IL13RA2/IL20RB/IL2RA	8
BP	GO:0048638	regulation of developmental growth	16/425	347/18670	0.00620347527337205	0.0338968999639031	0.0248139010934882	HAMP/CRABP2/FGF2/ILK/CXCR4/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/BMP4/FGF20/GH1/PRL/REG1A/FGFR1	16
BP	GO:0010744	positive regulation of macrophage derived foam cell differentiation	3/425	17/18670	0.00628109515964113	0.0340143289366113	0.0248998638487076	PF4/AGT/CSF2	3
BP	GO:0031268	pseudopodium organization	3/425	17/18670	0.00628109515964113	0.0340143289366113	0.0248998638487076	F2RL1/CCR7/CCL21	3
BP	GO:0045072	regulation of interferon-gamma biosynthetic process	3/425	17/18670	0.00628109515964113	0.0340143289366113	0.0248998638487076	TLR7/TLR8/INHBA	3
BP	GO:0051818	disruption of cells of other organism involved in symbiotic interaction	3/425	17/18670	0.00628109515964113	0.0340143289366113	0.0248998638487076	CAMP/PF4/F2RL1	3
BP	GO:0060263	regulation of respiratory burst	3/425	17/18670	0.00628109515964113	0.0340143289366113	0.0248998638487076	RAC2/IGHA1/IGHA2	3
BP	GO:0090185	negative regulation of kidney development	3/425	17/18670	0.00628109515964113	0.0340143289366113	0.0248998638487076	MMP9/BMP4/BMP7	3
BP	GO:0002224	toll-like receptor signaling pathway	9/425	146/18670	0.00629929391396408	0.0340143289366113	0.0248998638487076	CTSS/REG3G/S100A14/BPIFB1/TLR7/TLR8/F2RL1/CD14/BCL10	9
BP	GO:2000241	regulation of reproductive process	9/425	146/18670	0.00629929391396408	0.0340143289366113	0.0248998638487076	PAEP/SEMA3A/PTAFR/BMP4/BMP7/INHBA/LIF/RETN/OXTR	9
BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	7/425	96/18670	0.00632818664722304	0.0340941897253499	0.0249583251745255	CYBB/VAV1/PIK3R2/FGF18/VEGFC/NRP2/SHC2	7
BP	GO:0045685	regulation of glial cell differentiation	6/425	73/18670	0.00633270937264079	0.0340941897253499	0.0249583251745255	CXCR4/PPARG/LIF/MDK/TNFRSF1B/TNFRSF21	6
BP	GO:0003018	vascular process in circulatory system	10/425	173/18670	0.00638740680463844	0.0343381737324249	0.0251369313310294	F2R/F2RL1/PTGS2/EDNRA/PTAFR/AGT/APLN/NPPA/NTS/OXTR	10
BP	GO:0010092	specification of animal organ identity	4/425	33/18670	0.00642703802051007	0.0343996874167944	0.0251819618347471	BMP4/DKK1/FGF1/FGFR1	4
BP	GO:0010837	regulation of keratinocyte proliferation	4/425	33/18670	0.00642703802051007	0.0343996874167944	0.0251819618347471	REG3G/VDR/AREG/MDK	4
BP	GO:0046633	alpha-beta T cell proliferation	4/425	33/18670	0.00642703802051007	0.0343996874167944	0.0251819618347471	HLA-E/TNFSF4/CD3E/CD28	4
BP	GO:0010811	positive regulation of cell-substrate adhesion	8/425	121/18670	0.00649878943732667	0.0347329461752597	0.0254259207183	S100A10/ILK/CCR7/CCL21/CCL25/MDK/SDC4/CD3E	8
BP	GO:2000146	negative regulation of cell motility	16/425	349/18670	0.00654223042130586	0.0349141480647241	0.0255585678266759	CD74/CXCL13/BST2/FGF2/KLRK1/ILK/CCL21/CCL25/PPARG/C5/SEMA3A/SEMA6D/GREM1/IL24/NRG3/STC1	16
BP	GO:1904018	positive regulation of vasculature development	12/425	230/18670	0.00663705927122057	0.0353686666549323	0.0258912938091283	CXCL8/CYBB/FGF2/IL1A/PTGS2/CCL24/CXCR4/FGF1/FGF18/MDK/VEGFC/APLNR	12
BP	GO:0014015	positive regulation of gliogenesis	6/425	74/18670	0.00676258516472059	0.0359852097209914	0.0263426282579232	LTA/CXCR4/PPARG/LIF/MDK/TNFRSF1B	6
BP	GO:0030278	regulation of ossification	11/425	203/18670	0.00697558359644247	0.036976682058516	0.0270684260903641	ISG15/ILK/CCR1/AREG/BMP4/BMP7/DKK1/GDF10/GREM1/KL/MDK	11
BP	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	5/425	53/18670	0.00698931002034774	0.036976682058516	0.0270684260903641	CXCL8/CCL5/APLN/APLNR/MET	5
BP	GO:0050704	regulation of interleukin-1 secretion	5/425	53/18670	0.00698931002034774	0.036976682058516	0.0270684260903641	TLR8/CCL19/CCR7/IGHD/IL1R2	5
BP	GO:0071320	cellular response to cAMP	5/425	53/18670	0.00698931002034774	0.036976682058516	0.0270684260903641	NOX4/PIK3CG/AQP9/PTAFR/STC1	5
BP	GO:0060191	regulation of lipase activity	7/425	98/18670	0.00706822211163569	0.0373402036806613	0.0273345386135406	CCL5/FGF2/EDNRA/PTAFR/AGT/NTF4/FGFR1	7
BP	GO:0007435	salivary gland morphogenesis	4/425	34/18670	0.00715546944126111	0.0375303347055257	0.0274737222099997	SEMA3A/SEMA3C/BMP7/FGFR1	4
BP	GO:0010574	regulation of vascular endothelial growth factor production	4/425	34/18670	0.00715546944126111	0.0375303347055257	0.0274737222099997	NOX1/IL1A/PTGS2/C5	4
BP	GO:0031128	developmental induction	4/425	34/18670	0.00715546944126111	0.0375303347055257	0.0274737222099997	BMP4/DKK1/FGF1/FGFR1	4
BP	GO:0032892	positive regulation of organic acid transport	4/425	34/18670	0.00715546944126111	0.0375303347055257	0.0274737222099997	FABP3/TNFSF11/AGT/CCK	4
BP	GO:0043368	positive T cell selection	4/425	34/18670	0.00715546944126111	0.0375303347055257	0.0274737222099997	CD74/CD3D/CD3E/CD3G	4
BP	GO:0034764	positive regulation of transmembrane transport	11/425	204/18670	0.0072274349361359	0.0378535612320365	0.0277103370941977	CTSS/CXCL10/CXCL9/F2R/PTAFR/AGT/FGF19/GH1/GIP/NPPA/APLNR	11
BP	GO:0001911	negative regulation of leukocyte mediated cytotoxicity	3/425	18/18670	0.00741155325380514	0.038487512712313	0.0281744152059543	HLA-E/HLA-G/IL7R	3
BP	GO:0042095	interferon-gamma biosynthetic process	3/425	18/18670	0.00741155325380514	0.038487512712313	0.0281744152059543	TLR7/TLR8/INHBA	3
BP	GO:0051023	regulation of immunoglobulin secretion	3/425	18/18670	0.00741155325380514	0.038487512712313	0.0281744152059543	HLA-E/CD40LG/TNFSF4	3
BP	GO:0060749	mammary gland alveolus development	3/425	18/18670	0.00741155325380514	0.038487512712313	0.0281744152059543	TNFSF11/AREG/EGF	3
BP	GO:0061377	mammary gland lobule development	3/425	18/18670	0.00741155325380514	0.038487512712313	0.0281744152059543	TNFSF11/AREG/EGF	3
BP	GO:0070230	positive regulation of lymphocyte apoptotic process	3/425	18/18670	0.00741155325380514	0.038487512712313	0.0281744152059543	IDO1/CCL5/PDCD1	3
BP	GO:0002763	positive regulation of myeloid leukocyte differentiation	5/425	54/18670	0.00756191575636229	0.0392127104589835	0.0287052892734433	CD74/PF4/TNFSF11/CCR1/LIF	5
BP	GO:0030500	regulation of bone mineralization	6/425	76/18670	0.00768517110812126	0.0397392816763163	0.0290907606917585	ISG15/CCR1/BMP4/BMP7/GREM1/KL	6
BP	GO:0072088	nephron epithelium morphogenesis	6/425	76/18670	0.00768517110812126	0.0397392816763163	0.0290907606917585	FGF2/ILK/AGT/BMP4/FGF1/LIF	6
BP	GO:0016049	cell growth	20/425	484/18670	0.00786387122852291	0.0404102400371596	0.0295819293361343	HAMP/CXCL16/CRABP2/BST2/ILK/CXCR4/PPARG/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/AGT/HBEGF/INHBA/NPPA/NRG3/REG1A/ESR2/NRP2	20
BP	GO:0022600	digestive system process	7/425	100/18670	0.00787055304280385	0.0404102400371596	0.0295819293361343	HAMP/FABP2/SERPINA3/VDR/SCT/NPR3/OXTR	7
BP	GO:0055024	regulation of cardiac muscle tissue development	7/425	100/18670	0.00787055304280385	0.0404102400371596	0.0295819293361343	HAMP/FGF2/BMP4/DKK1/FGF20/GREM1/FGFR1	7
BP	GO:0001893	maternal placenta development	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	PTGS2/VDR/LIF/STC1	4
BP	GO:0019433	triglyceride catabolic process	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	FABP6/FABP3/FABP2/PIK3CG	4
BP	GO:0034142	toll-like receptor 4 signaling pathway	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	S100A14/BPIFB1/F2RL1/CD14	4
BP	GO:0042092	type 2 immune response	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	CD74/IDO1/TNFSF4/CD86	4
BP	GO:0048333	mesodermal cell differentiation	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	BMP4/DKK1/INHBA/FGFR1	4
BP	GO:0098801	regulation of renal system process	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	F2R/F2RL1/AGT/STC1	4
BP	GO:0110111	negative regulation of animal organ morphogenesis	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	BMP4/BMP7/GREM1/TNFRSF11B	4
BP	GO:1905332	positive regulation of morphogenesis of an epithelium	4/425	35/18670	0.00793634596741813	0.0404102400371596	0.0295819293361343	AGT/BMP4/LIF/MDK	4
BP	GO:0032970	regulation of actin filament-based process	17/425	388/18670	0.00796005988639532	0.040474693394574	0.0296291117993604	TMSB10/S100A10/TMSB15B/NOX4/BST2/F2RL1/ILK/CCL26/CCR7/CCL21/CCL24/SEMA3E/CCN2/MDK/STC1/MET/SDC4	17
BP	GO:0008361	regulation of cell size	10/425	179/18670	0.00804768212153993	0.0408634732967513	0.0299137144046145	CRABP2/ILK/IL7R/VAV1/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/SCT	10
BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	5/425	55/18670	0.00816637776164392	0.0413514647100669	0.0302709438467576	FGF2/CCL19/CCR7/CCL21/PIK3R2	5
BP	GO:0061098	positive regulation of protein tyrosine kinase activity	5/425	55/18670	0.00816637776164392	0.0413514647100669	0.0302709438467576	NOX4/CCL5/AGT/EGF/EREG	5
BP	GO:1901224	positive regulation of NIK/NF-kappaB signaling	6/425	77/18670	0.00817897041833769	0.0413580258308484	0.0302757468524102	TLR7/TNFRSF10A/ILK/CD14/CCL19/TNFSF15	6
BP	GO:0032872	regulation of stress-activated MAPK cascade	12/425	237/18670	0.00833694675518616	0.0420987063044642	0.0308179549019295	NOX1/F2RL1/TNFSF11/CD40LG/CCL19/CCR7/CCL21/SEMA3A/CCN2/DKK1/FGF19/IL1RN	12
BP	GO:1903522	regulation of blood circulation	14/425	297/18670	0.00841810621702608	0.0424499819015599	0.0310751028397106	F2R/F2RL1/PTGS2/PIK3CG/SEMA3A/PTAFR/AGT/APLN/CCN2/HBEGF/NPPA/STC1/OXTR/PTGER2	14
BP	GO:0001710	mesodermal cell fate commitment	3/425	19/18670	0.00865454502083742	0.0430444003499911	0.0315102411739897	BMP4/DKK1/FGFR1	3
BP	GO:0002689	negative regulation of leukocyte chemotaxis	3/425	19/18670	0.00865454502083742	0.0430444003499911	0.0315102411739897	KLRK1/C5/GREM1	3
BP	GO:0002710	negative regulation of T cell mediated immunity	3/425	19/18670	0.00865454502083742	0.0430444003499911	0.0315102411739897	HLA-G/IL7R/IL20RB	3
BP	GO:0033189	response to vitamin A	3/425	19/18670	0.00865454502083742	0.0430444003499911	0.0315102411739897	HAMP/PPARG/EPO	3
BP	GO:0060457	negative regulation of digestive system process	3/425	19/18670	0.00865454502083742	0.0430444003499911	0.0315102411739897	HAMP/SCT/OXTR	3
BP	GO:0060973	cell migration involved in heart development	3/425	19/18670	0.00865454502083742	0.0430444003499911	0.0315102411739897	SEMA3C/BMP4/BMP7	3
BP	GO:2000831	regulation of steroid hormone secretion	3/425	19/18670	0.00865454502083742	0.0430444003499911	0.0315102411739897	AGT/POMC/RETN	3
BP	GO:0002285	lymphocyte activation involved in immune response	10/425	181/18670	0.0086691616373266	0.0430444003499911	0.0315102411739897	CD1C/F2RL1/CD40LG/TNFSF4/CCL19/CD86/IFNE/IFNK/MDK/CD28	10
BP	GO:1904951	positive regulation of establishment of protein localization	19/425	456/18670	0.00869173543684906	0.0430444003499911	0.0315102411739897	HLA-E/PAEP/F2R/TLR8/F2RL1/IL1A/PTGS2/CD14/TNFSF4/CCL19/RAC2/PIK3R2/IGHD/C5/GIP/MDK/OSM/UCN3/VEGFC	19
BP	GO:0061333	renal tubule morphogenesis	6/425	78/18670	0.00869516062665851	0.0430444003499911	0.0315102411739897	FGF2/ILK/AGT/BMP4/FGF1/LGR5	6
BP	GO:0002385	mucosal immune response	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	CAMP/DEFA3/BPIFB1/NOS2	4
BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	REG3G/TLR7/TLR8/CD14	4
BP	GO:0010453	regulation of cell fate commitment	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	FGF2/BMP4/DKK1/FGFR1	4
BP	GO:0010573	vascular endothelial growth factor production	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	NOX1/IL1A/PTGS2/C5	4
BP	GO:0010742	macrophage derived foam cell differentiation	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	PF4/PPARG/AGT/CSF2	4
BP	GO:0030224	monocyte differentiation	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	CD74/PPARG/BMP4/CSF2	4
BP	GO:0032733	positive regulation of interleukin-10 production	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	CD40LG/TNFSF4/IL20RB/CD28	4
BP	GO:0090077	foam cell differentiation	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	PF4/PPARG/AGT/CSF2	4
BP	GO:0090218	positive regulation of lipid kinase activity	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	FGF2/CCL19/CCR7/CCL21	4
BP	GO:1903131	mononuclear cell differentiation	4/425	36/18670	0.00877113429693892	0.0430444003499911	0.0315102411739897	CD74/PPARG/BMP4/CSF2	4
BP	GO:0060688	regulation of morphogenesis of a branching structure	5/425	56/18670	0.00880354074978383	0.0430879180280195	0.031542097873557	AGT/BMP4/BMP7/MDK/FGFR1	5
BP	GO:0090183	regulation of kidney development	5/425	56/18670	0.00880354074978383	0.0430879180280195	0.031542097873557	MMP9/AGT/BMP4/BMP7/LIF	5
BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	12/425	239/18670	0.00888031510774513	0.043405652349072	0.031774692241331	NOX1/F2RL1/TNFSF11/CD40LG/CCL19/CCR7/CCL21/SEMA3A/CCN2/DKK1/FGF19/IL1RN	12
BP	GO:0010959	regulation of metal ion transport	17/425	394/18670	0.00919023627322097	0.0448355918925592	0.0328214657940614	HAMP/CXCL10/CXCL9/F2R/CCL5/AHNAK/PTGS2/PIK3CG/CCR1/CXCR4/AGT/EGF/EPO/FGF12/NPPA/STC1/APLNR	17
BP	GO:1902106	negative regulation of leukocyte differentiation	7/425	103/18670	0.00919735851169406	0.0448355918925592	0.0328214657940614	CD74/HLA-G/TNFSF4/BMP4/INHBA/MDK/CTLA4	7
BP	GO:0030193	regulation of blood coagulation	6/425	79/18670	0.00923427637769115	0.044955699227031	0.0329093892183674	PLAU/F2R/F2RL1/TMPRSS6/PROC/PLAUR	6
BP	GO:0050819	negative regulation of coagulation	5/425	57/18670	0.00947423364300336	0.0460015508846622	0.0336749949114708	PROCR/PLAU/TMPRSS6/PROC/PLAUR	5
BP	GO:0071398	cellular response to fatty acid	5/425	57/18670	0.00947423364300336	0.0460015508846622	0.0336749949114708	TNFSF4/PPARG/TNC/PTAFR/PTGER2	5
BP	GO:0002714	positive regulation of B cell mediated immunity	4/425	37/18670	0.00966123742292927	0.0467235803236242	0.0342035496496348	HLA-E/LTA/TNFSF4/CD28	4
BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	4/425	37/18670	0.00966123742292927	0.0467235803236242	0.0342035496496348	HLA-E/LTA/TNFSF4/CD28	4
BP	GO:0007431	salivary gland development	4/425	37/18670	0.00966123742292927	0.0467235803236242	0.0342035496496348	SEMA3A/SEMA3C/BMP7/FGFR1	4
BP	GO:0014812	muscle cell migration	7/425	104/18670	0.00967398904269521	0.0467235803236242	0.0342035496496348	PLAU/NOX4/CCL5/ILK/SEMA6D/AGT/MDK	7
BP	GO:1900046	regulation of hemostasis	6/425	80/18670	0.00979684741452926	0.0472546223775911	0.0345922939011046	PLAU/F2R/F2RL1/TMPRSS6/PROC/PLAUR	6
BP	GO:0023061	signal release	19/425	462/18670	0.00990000996634631	0.0476893901142024	0.0349105614602738	CCL5/NOS2/TNFSF11/AGT/APLN/FAM3B/FAM3D/GIP/IL11/IL1RN/INHBA/LIF/NPPA/OSM/POMC/RETN/SCT/UCN3/FGFR1	19
BP	GO:0010560	positive regulation of glycoprotein biosynthetic process	3/425	20/18670	0.0100123382995558	0.0481038983132203	0.0352139982189102	CCL19/CCR7/CCL21	3
BP	GO:0034104	negative regulation of tissue remodeling	3/425	20/18670	0.0100123382995558	0.0481038983132203	0.0352139982189102	AGT/GREM1/TNFRSF11B	3
CC	GO:0019814	immunoglobulin complex	106/428	159/19717	1.0609992676542e-140	2.35541837419232e-138	1.78694613499655e-138	CD79A/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-27/IGKV1-39/IGKV1-5/IGKV1-6/IGKV1-8/IGKV1-9/IGKV1D-12/IGKV1D-13/IGKV1D-17/IGKV1D-43/IGKV1D-8/IGKV2-24/IGKV2-30/IGKV2D-29/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-15/IGKV3D-20/IGKV4-1/IGKV5-2/IGKV6-21/IGKV6D-21/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-36/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV10-54/IGLV2-11/IGLV2-14/IGLV2-18/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-10/IGLV3-12/IGLV3-16/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV4-69/IGLV5-37/IGLV5-45/IGLV5-52/IGLV6-57/IGLV7-43/IGLV7-46/IGLV8-61/IGLV9-49/TRBC2	106
CC	GO:0009897	external side of plasma membrane	97/428	393/19717	3.10787214389821e-75	3.44973807972702e-73	2.6171554895985e-73	AZGP1/CD1A/CD1C/CD1E/CD74/HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HLA-H/ULBP3/ULBP2/RAET1L/CXCL10/CXCL9/TLR8/DMBT1/KLRK1/IL7R/CD40LG/CD14/PDCD1/CCR7/CCR8/CCR1/CXCR4/CCR4/CD86/CD79A/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/SEMA7A/CXCR3/CXCR5/IL12RB2/IL13RA2/IL2RB/IL2RA/IL2RG/SDC1/TNFRSF9/FCGR3A/CD3D/CD3E/CD3G/CD28/ICOS/CTLA4/TRBC2	97
CC	GO:0042571	immunoglobulin complex, circulating	51/428	72/19717	3.64600291935653e-69	2.69804216032383e-67	2.04687883191945e-67	IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGKV3-20/IGLC2/IGLC3/IGLC6/IGLC7/TRBC2	51
